Time,signal1,signal2,signal3
99.28,-0.949288,0.314407,49.64
99.3,-0.942811,0.333328,49.65
99.32,-0.935956,0.352116,49.66
99.34,-0.928727,0.370764,49.67
99.36,-0.921127,0.389263,49.68
99.38,-0.913158,0.407607,49.69
99.4,-0.904823,0.425787,49.7
99.42,-0.896127,0.443797,49.71
99.44,-0.887073,0.46163,49.72
99.46,-0.877663,0.479278,49.73
99.48,-0.867903,0.496734,49.74
99.5,-0.857795,0.513991,49.75
99.52,-0.847345,0.531043,49.76
99.54,-0.836555,0.547883,49.77
99.56,-0.825431,0.564503,49.78
99.58,-0.813976,0.580898,49.79
99.6,-0.802196,0.59706,49.8
99.62,-0.790096,0.612984,49.81
99.64,-0.777679,0.628662,49.82
99.66,-0.764951,0.644089,49.83
99.68,-0.751917,0.659258,49.84
99.7,-0.738582,0.674163,49.85
99.72,-0.724952,0.688799,49.86
99.74,-0.711032,0.70316,49.87
99.76,-0.696828,0.717239,49.88
99.78,-0.682344,0.731031,49.89
99.8,-0.667588,0.744531,49.9
99.82,-0.652565,0.757733,49.91
99.84,-0.637281,0.770631,49.92
99.86,-0.621742,0.783222,49.93
99.88,-0.605954,0.795499,49.94
99.9,-0.589924,0.807459,49.95
99.92,-0.573658,0.819095,49.96
99.94,-0.557163,0.830403,49.97
99.96,-0.540444,0.84138,49.98
99.98,-0.52351,0.85202,49.99
100,-0.506366,0.862319,50
100.02,-0.489019,0.872273,50.01
100.04,-0.471477,0.881878,50.02
100.06,-0.453746,0.891131,50.03
100.08,-0.435834,0.900027,50.04
100.1,-0.417748,0.908563,50.05
100.12,-0.399494,0.916736,50.06
100.14,-0.381081,0.924542,50.07
100.16,-0.362515,0.931978,50.08
100.18,-0.343804,0.939041,50.09
100.2,-0.324956,0.945729,50.1
100.22,-0.305977,0.952039,50.11
100.24,-0.286877,0.957968,50.12
100.26,-0.267661,0.963513,50.13
100.28,-0.248339,0.968673,50.14
100.3,-0.228917,0.973446,50.15
100.32,-0.209404,0.977829,50.16
100.34,-0.189806,0.981822,50.17
100.36,-0.170133,0.985421,50.18
100.38,-0.150392,0.988626,50.19
100.4,-0.130591,0.991436,50.2
100.42,-0.110737,0.99385,50.21
100.44,-0.0908395,0.995866,50.22
100.46,-0.0709054,0.997483,50.23
100.48,-0.0509429,0.998702,50.24
100.5,-0.03096,0.999521,50.25
100.52,-0.0109647,0.99994,50.26
100.54,0.00903496,0.999959,50.27
100.56,0.029031,0.999579,50.28
100.58,0.0490154,0.998798,50.29
100.6,0.0689803,0.997618,50.3
100.62,0.0889175,0.996039,50.31
100.64,0.108819,0.994062,50.32
100.66,0.128677,0.991687,50.33
100.68,0.148484,0.988915,50.34
100.7,0.168231,0.985748,50.35
100.72,0.187911,0.982186,50.36
100.74,0.207516,0.978232,50.37
100.76,0.227038,0.973886,50.38
100.78,0.246469,0.969151,50.39
100.8,0.265801,0.964028,50.4
100.82,0.285027,0.958519,50.41
100.84,0.30414,0.952627,50.42
100.86,0.32313,0.946355,50.43
100.88,0.341991,0.939703,50.44
100.9,0.360716,0.932676,50.45
100.92,0.379296,0.925275,50.46
100.94,0.397724,0.917505,50.47
100.96,0.415994,0.909368,50.48
100.98,0.434096,0.900866,50.49
101,0.452026,0.892005,50.5
101.02,0.469774,0.882787,50.51
101.04,0.487335,0.873215,50.52
101.06,0.504701,0.863294,50.53
101.08,0.521864,0.853028,50.54
101.1,0.538819,0.842421,50.55
101.12,0.555559,0.831477,50.56
101.14,0.572076,0.8202,50.57
101.16,0.588365,0.808596,50.58
101.18,0.604418,0.796667,50.59
101.2,0.620229,0.78442,50.6
101.22,0.635793,0.77186,50.61
101.24,0.651102,0.75899,50.62
101.26,0.66615,0.745818,50.63
101.28,0.680932,0.732346,50.64
101.3,0.695442,0.718582,50.65
101.32,0.709674,0.70453,50.66
101.34,0.723622,0.690197,50.67
101.36,0.73728,0.675587,50.68
101.38,0.750643,0.660708,50.69
101.4,0.763706,0.645564,50.7
101.42,0.776464,0.630162,50.71
101.44,0.788911,0.614507,50.72
101.46,0.801043,0.598607,50.73
101.48,0.812854,0.582468,50.74
101.5,0.82434,0.566095,50.75
101.52,0.835496,0.549496,50.76
101.54,0.846318,0.532678,50.77
101.56,0.856802,0.515646,50.78
101.58,0.866943,0.498408,50.79
101.6,0.876737,0.48097,50.8
101.62,0.88618,0.463341,50.81
101.64,0.895269,0.445526,50.82
101.66,0.904,0.427532,50.83
101.68,0.912369,0.409368,50.84
101.7,0.920374,0.39104,50.85
101.72,0.92801,0.372555,50.86
101.74,0.935275,0.353922,50.87
101.76,0.942166,0.335147,50.88
101.78,0.94868,0.316238,50.89
101.8,0.954815,0.297202,50.9
101.82,0.960567,0.278048,50.91
101.84,0.965936,0.258782,50.92
101.86,0.970918,0.239413,50.93
101.88,0.975512,0.219948,50.94
101.9,0.979715,0.200395,50.95
101.92,0.983527,0.180762,50.96
101.94,0.986945,0.161057,50.97
101.96,0.989969,0.141287,50.98
101.98,0.992596,0.121461,50.99
102,0.994827,0.101586,51
102.02,0.996659,0.0816702,51.01
102.04,0.998093,0.061722,51.02
102.06,0.999128,0.0417491,51.03
102.08,0.999763,0.0217595,51.04
102.1,0.999998,0.00176124,51.05
102.12,0.999834,-0.0182377,51.06
102.14,0.999269,-0.0382294,51.07
102.16,0.998305,-0.0582058,51.08
102.18,0.996941,-0.078159,51.09
102.2,0.995178,-0.0980808,51.1
102.22,0.993018,-0.117963,51.11
102.24,0.99046,-0.137799,51.12
102.26,0.987506,-0.157579,51.13
102.28,0.984157,-0.177297,51.14
102.3,0.980415,-0.196943,51.15
102.32,0.97628,-0.21651,51.16
102.34,0.971755,-0.235991,51.17
102.36,0.966841,-0.255378,51.18
102.38,0.961541,-0.274663,51.19
102.4,0.955855,-0.293837,51.2
102.42,0.949788,-0.312894,51.21
102.44,0.943341,-0.331826,51.22
102.46,0.936516,-0.350625,51.23
102.48,0.929316,-0.369284,51.24
102.5,0.921745,-0.387796,51.25
102.52,0.913806,-0.406152,51.26
102.54,0.9055,-0.424345,51.27
102.56,0.896833,-0.442369,51.28
102.58,0.887807,-0.460216,51.29
102.6,0.878426,-0.477879,51.3
102.62,0.868693,-0.495351,51.31
102.64,0.858613,-0.512625,51.32
102.66,0.848189,-0.529693,51.33
102.68,0.837427,-0.54655,51.34
102.7,0.826329,-0.563188,51.35
102.72,0.814901,-0.579601,51.36
102.74,0.803146,-0.595782,51.37
102.76,0.791071,-0.611725,51.38
102.78,0.778679,-0.627423,51.39
102.8,0.765976,-0.64287,51.4
102.82,0.752966,-0.65806,51.41
102.84,0.739655,-0.672986,51.42
102.86,0.726048,-0.687644,51.43
102.88,0.712151,-0.702026,51.44
102.9,0.697969,-0.716128,51.45
102.92,0.683508,-0.729943,51.46
102.94,0.668773,-0.743466,51.47
102.96,0.653771,-0.756692,51.48
102.98,0.638508,-0.769616,51.49
103,0.622989,-0.782231,51.5
103.02,0.60722,-0.794533,51.51
103.04,0.591209,-0.806518,51.52
103.06,0.574962,-0.81818,51.53
103.08,0.558484,-0.829515,51.54
103.1,0.541784,-0.840518,51.55
103.12,0.524866,-0.851185,51.56
103.14,0.507738,-0.861511,51.57
103.16,0.490408,-0.871493,51.58
103.18,0.472881,-0.881126,51.59
103.2,0.455165,-0.890407,51.6
103.22,0.437267,-0.899332,51.61
103.24,0.419194,-0.907897,51.62
103.26,0.400954,-0.916098,51.63
103.28,0.382553,-0.923934,51.64
103.3,0.363999,-0.931399,51.65
103.32,0.345299,-0.938493,51.66
103.34,0.326462,-0.94521,51.67
103.36,0.307493,-0.95155,51.68
103.38,0.288402,-0.957509,51.69
103.4,0.269195,-0.963086,51.7
103.42,0.249881,-0.968277,51.71
103.44,0.230467,-0.97308,51.72
103.46,0.210961,-0.977495,51.73
103.48,0.19137,-0.981518,51.74
103.5,0.171702,-0.985149,51.75
103.52,0.151966,-0.988386,51.76
103.54,0.13217,-0.991227,51.77
103.56,0.11232,-0.993672,51.78
103.58,0.0924255,-0.99572,51.79
103.6,0.0724939,-0.997369,51.8
103.62,0.0525334,-0.998619,51.81
103.64,0.0325518,-0.99947,51.82
103.66,0.0125572,-0.999921,51.83
103.68,-0.00744236,-0.999972,51.84
103.7,-0.027439,-0.999623,51.85
103.72,-0.0474246,-0.998875,51.86
103.74,-0.0673913,-0.997727,51.87
103.76,-0.087331,-0.996179,51.88
103.78,-0.107236,-0.994234,51.89
103.8,-0.127098,-0.99189,51.9
103.82,-0.146909,-0.98915,51.91
103.84,-0.166661,-0.986014,51.92
103.86,-0.186347,-0.982484,51.93
103.88,-0.205958,-0.978561,51.94
103.9,-0.225487,-0.974246,51.95
103.92,-0.244925,-0.969542,51.96
103.94,-0.264266,-0.96445,51.97
103.96,-0.283501,-0.958972,51.98
103.98,-0.302622,-0.953111,51.99
104,-0.321622,-0.946868,52
104.02,-0.340494,-0.940247,52.01
104.04,-0.35923,-0.933249,52.02
104.06,-0.377822,-0.925878,52.03
104.08,-0.396262,-0.918137,52.04
104.1,-0.414545,-0.910029,52.05
104.12,-0.432661,-0.901557,52.06
104.14,-0.450605,-0.892724,52.07
104.16,-0.468368,-0.883534,52.08
104.18,-0.485944,-0.87399,52.09
104.2,-0.503325,-0.864097,52.1
104.22,-0.520505,-0.853859,52.11
104.24,-0.537477,-0.843278,52.12
104.26,-0.554234,-0.832361,52.13
104.28,-0.570769,-0.82111,52.14
104.3,-0.587076,-0.809532,52.15
104.32,-0.603148,-0.797629,52.16
104.34,-0.618979,-0.785407,52.17
104.36,-0.634563,-0.772871,52.18
104.38,-0.649892,-0.760027,52.19
104.4,-0.664962,-0.746878,52.2
104.42,-0.679765,-0.73343,52.21
104.44,-0.694297,-0.719689,52.22
104.46,-0.708551,-0.70566,52.23
104.48,-0.722521,-0.691349,52.24
104.5,-0.736203,-0.676761,52.25
104.52,-0.74959,-0.661902,52.26
104.54,-0.762677,-0.646779,52.27
104.56,-0.775459,-0.631397,52.28
104.58,-0.787931,-0.615763,52.29
104.6,-0.800088,-0.599882,52.3
104.62,-0.811925,-0.583762,52.31
104.64,-0.823437,-0.567407,52.32
104.66,-0.83462,-0.550826,52.33
104.68,-0.845469,-0.534025,52.34
104.7,-0.85598,-0.51701,52.35
104.72,-0.866148,-0.499788,52.36
104.74,-0.87597,-0.482366,52.37
104.76,-0.885441,-0.464751,52.38
104.78,-0.894559,-0.446951,52.39
104.8,-0.903318,-0.428972,52.4
104.82,-0.911716,-0.410821,52.41
104.84,-0.91975,-0.392505,52.42
104.86,-0.927415,-0.374033,52.43
104.88,-0.93471,-0.355411,52.44
104.9,-0.941631,-0.336647,52.45
104.92,-0.948175,-0.317748,52.46
104.94,-0.95434,-0.298723,52.47
104.96,-0.960123,-0.279577,52.48
104.98,-0.965522,-0.26032,52.49
105,-0.970535,-0.240959,52.5
105.02,-0.97516,-0.221501,52.51
105.04,-0.979395,-0.201955,52.52
105.06,-0.983238,-0.182328,52.53
105.08,-0.986687,-0.162628,52.54
105.1,-0.989742,-0.142863,52.55
105.12,-0.992402,-0.123041,52.56
105.14,-0.994664,-0.10317,52.57
105.16,-0.996528,-0.0832574,52.58
105.18,-0.997994,-0.0633115,52.59
105.2,-0.99906,-0.0433403,52.6
105.22,-0.999727,-0.0233518,52.61
105.24,-0.999994,-0.00335389,52.62
105.26,-0.999861,0.0166453,52.63
105.28,-0.999329,0.0366379,52.64
105.3,-0.998396,0.0566158,52.65
105.32,-0.997064,0.0765711,52.66
105.34,-0.995333,0.0964957,52.67
105.36,-0.993205,0.116382,52.68
105.38,-0.990678,0.136221,52.69
105.4,-0.987756,0.156006,52.7
105.42,-0.984439,0.175729,52.71
105.44,-0.980727,0.195381,52.72
105.46,-0.976624,0.214955,52.73
105.48,-0.97213,0.234444,52.74
105.5,-0.967247,0.253838,52.75
105.52,-0.961977,0.273131,52.76
105.54,-0.956322,0.292314,52.77
105.56,-0.950285,0.311381,52.78
105.58,-0.943868,0.330323,52.79
105.6,-0.937073,0.349133,52.8
105.62,-0.929903,0.367804,52.81
105.64,-0.922362,0.386327,52.82
105.66,-0.914451,0.404696,52.83
105.68,-0.906175,0.422903,52.84
105.7,-0.897536,0.44094,52.85
105.72,-0.888539,0.458802,52.86
105.74,-0.879186,0.47648,52.87
105.76,-0.869481,0.493967,52.88
105.78,-0.859428,0.511256,52.89
105.8,-0.849032,0.528342,52.9
105.82,-0.838296,0.545215,52.91
105.84,-0.827225,0.561871,52.92
105.86,-0.815823,0.578302,52.93
105.88,-0.804094,0.594502,52.94
105.9,-0.792044,0.610464,52.95
105.92,-0.779677,0.626182,52.96
105.94,-0.766999,0.641649,52.97
105.96,-0.754013,0.656859,52.98
105.98,-0.740726,0.671807,52.99
106,-0.727143,0.686487,53
106.02,-0.713268,0.700891,53.01
106.04,-0.699109,0.715015,53.02
106.06,-0.68467,0.728854,53.03
106.08,-0.669957,0.7424,53.04
106.1,-0.654976,0.75565,53.05
106.12,-0.639733,0.768598,53.06
106.14,-0.624234,0.781238,53.07
106.16,-0.608485,0.793565,53.08
106.18,-0.592493,0.805575,53.09
106.2,-0.576264,0.817263,53.1
106.22,-0.559805,0.828625,53.11
106.24,-0.543121,0.839654,53.12
106.26,-0.526221,0.850348,53.13
106.28,-0.50911,0.860702,53.14
106.3,-0.491795,0.870711,53.15
106.32,-0.474284,0.880372,53.16
106.34,-0.456583,0.889681,53.17
106.36,-0.438699,0.898634,53.18
106.38,-0.42064,0.907228,53.19
106.4,-0.402412,0.915459,53.2
106.42,-0.384024,0.923323,53.21
106.44,-0.365482,0.930819,53.22
106.46,-0.346793,0.937942,53.23
106.48,-0.327967,0.944689,53.24
106.5,-0.309008,0.951059,53.25
106.52,-0.289927,0.957049,53.26
106.54,-0.270729,0.962656,53.27
106.56,-0.251423,0.967877,53.28
106.58,-0.232016,0.972712,53.29
106.6,-0.212517,0.977157,53.3
106.62,-0.192933,0.981212,53.31
106.64,-0.173271,0.984874,53.32
106.66,-0.15354,0.988142,53.33
106.68,-0.133748,0.991015,53.34
106.7,-0.113902,0.993492,53.35
106.72,-0.0940112,0.995571,53.36
106.74,-0.0740823,0.997252,53.37
106.76,-0.0541238,0.998534,53.38
106.78,-0.0341436,0.999417,53.39
106.8,-0.0141497,0.9999,53.4
106.82,0.00584974,0.999983,53.41
106.84,0.0258469,0.999666,53.42
106.86,0.0458337,0.998949,53.43
106.88,0.0658022,0.997833,53.44
106.9,0.0857444,0.996317,53.45
106.92,0.105652,0.994403,53.46
106.94,0.125518,0.992091,53.47
106.96,0.145333,0.989383,53.48
106.98,0.165091,0.986278,53.49
107,0.184782,0.98278,53.5
107.02,0.204399,0.978888,53.51
107.04,0.223935,0.974604,53.52
107.06,0.243381,0.969931,53.53
107.08,0.262729,0.96487,53.54
107.1,0.281973,0.959422,53.55
107.12,0.301104,0.953591,53.56
107.14,0.320114,0.947379,53.57
107.16,0.338996,0.940788,53.58
107.18,0.357743,0.93382,53.59
107.2,0.376347,0.926479,53.6
107.22,0.3948,0.918767,53.61
107.24,0.413095,0.910688,53.62
107.26,0.431225,0.902245,53.63
107.28,0.449182,0.89344,53.64
107.3,0.46696,0.884278,53.65
107.32,0.484551,0.874763,53.66
107.34,0.501948,0.864898,53.67
107.36,0.519145,0.854686,53.68
107.38,0.536133,0.844133,53.69
107.4,0.552908,0.833243,53.7
107.42,0.569461,0.822018,53.71
107.44,0.585786,0.810466,53.72
107.46,0.601877,0.798589,53.73
107.48,0.617728,0.786392,53.74
107.5,0.633331,0.773881,53.75
107.52,0.648681,0.761061,53.76
107.54,0.663771,0.747936,53.77
107.56,0.678596,0.734512,53.78
107.58,0.69315,0.720794,53.79
107.6,0.707426,0.706787,53.8
107.62,0.721419,0.692498,53.81
107.64,0.735124,0.677933,53.82
107.66,0.748535,0.663095,53.83
107.68,0.761646,0.647993,53.84
107.7,0.774453,0.632632,53.85
107.72,0.78695,0.617017,53.86
107.74,0.799132,0.601156,53.87
107.76,0.810994,0.585054,53.88
107.78,0.822532,0.568718,53.89
107.8,0.833742,0.552155,53.9
107.82,0.844617,0.535371,53.91
107.84,0.855155,0.518372,53.92
107.86,0.865351,0.501167,53.93
107.88,0.8752,0.483761,53.94
107.9,0.8847,0.466161,53.95
107.92,0.893846,0.448375,53.96
107.94,0.902634,0.43041,53.97
107.96,0.911061,0.412272,53.98
107.98,0.919123,0.39397,53.99
108,0.926819,0.37551,54
108.02,0.934143,0.356899,54.01
108.04,0.941094,0.338146,54.02
108.06,0.947668,0.319258,54.03
108.08,0.953863,0.300242,54.04
108.1,0.959677,0.281106,54.05
108.12,0.965106,0.261858,54.06
108.14,0.97015,0.242504,54.07
108.16,0.974806,0.223054,54.08
108.18,0.979072,0.203515,54.09
108.2,0.982946,0.183894,54.1
108.22,0.986427,0.1642,54.11
108.24,0.989514,0.14444,54.12
108.26,0.992204,0.124622,54.13
108.28,0.994498,0.104754,54.14
108.3,0.996394,0.0848444,54.15
108.32,0.997892,0.0649009,54.16
108.34,0.99899,0.0449314,54.17
108.36,0.999689,0.024944,54.18
108.38,0.999988,0.00494653,54.19
108.4,0.999887,-0.0150529,54.2
108.42,0.999386,-0.0350463,54.21
108.44,0.998485,-0.0550256,54.22
108.46,0.997185,-0.074983,54.23
108.48,0.995486,-0.0949104,54.24
108.5,0.993389,-0.1148,54.25
108.52,0.990894,-0.134643,54.26
108.54,0.988003,-0.154433,54.27
108.56,0.984717,-0.174161,54.28
108.58,0.981037,-0.193819,54.29
108.6,0.976965,-0.2134,54.3
108.62,0.972502,-0.232895,54.31
108.64,0.96765,-0.252297,54.32
108.66,0.962411,-0.271598,54.33
108.68,0.956787,-0.290791,54.34
108.7,0.95078,-0.309867,54.35
108.72,0.944393,-0.32882,54.36
108.74,0.937628,-0.34764,54.37
108.76,0.930488,-0.366322,54.38
108.78,0.922976,-0.384858,54.39
108.8,0.915095,-0.403239,54.4
108.82,0.906848,-0.421459,54.41
108.84,0.898238,-0.43951,54.42
108.86,0.889268,-0.457386,54.43
108.88,0.879943,-0.475079,54.44
108.9,0.870266,-0.492581,54.45
108.92,0.860241,-0.509887,54.46
108.94,0.849872,-0.526989,54.47
108.96,0.839163,-0.54388,54.48
108.98,0.828119,-0.560553,54.49
109,0.816743,-0.577002,54.5
109.02,0.80504,-0.593221,54.51
109.04,0.793015,-0.609202,54.52
109.06,0.780674,-0.624939,54.53
109.08,0.768019,-0.640426,54.54
109.1,0.755058,-0.655658,54.55
109.12,0.741795,-0.670627,54.56
109.14,0.728235,-0.685328,54.57
109.16,0.714384,-0.699754,54.58
109.18,0.700247,-0.713901,54.59
109.2,0.685829,-0.727762,54.6
109.22,0.671138,-0.741332,54.61
109.24,0.656178,-0.754606,54.62
109.26,0.640956,-0.767578,54.63
109.28,0.625477,-0.780243,54.64
109.3,0.609748,-0.792595,54.65
109.32,0.593775,-0.804631,54.66
109.34,0.577565,-0.816345,54.67
109.36,0.561124,-0.827732,54.68
109.38,0.544458,-0.838788,54.69
109.4,0.527575,-0.849509,54.7
109.42,0.51048,-0.85989,54.71
109.44,0.493181,-0.869927,54.72
109.46,0.475685,-0.879616,54.73
109.48,0.457999,-0.888953,54.74
109.5,0.440129,-0.897934,54.75
109.52,0.422084,-0.906557,54.76
109.54,0.40387,-0.914817,54.77
109.56,0.385494,-0.92271,54.78
109.58,0.366964,-0.930235,54.79
109.6,0.348287,-0.937388,54.8
109.62,0.329471,-0.944166,54.81
109.64,0.310523,-0.950566,54.82
109.66,0.291451,-0.956586,54.83
109.68,0.272262,-0.962223,54.84
109.7,0.252964,-0.967476,54.85
109.72,0.233565,-0.972341,54.86
109.74,0.214073,-0.976818,54.87
109.76,0.194495,-0.980903,54.88
109.78,0.17484,-0.984597,54.89
109.8,0.155114,-0.987897,54.9
109.82,0.135326,-0.990801,54.91
109.84,0.115485,-0.993309,54.92
109.86,0.0955967,-0.99542,54.93
109.88,0.0756705,-0.997133,54.94
109.9,0.055714,-0.998447,54.95
109.92,0.0357353,-0.999361,54.96
109.94,0.0157422,-0.999876,54.97
109.96,-0.00425711,-0.999991,54.98
109.98,-0.0242547,-0.999706,54.99
110,-0.0442427,-0.999021,55
110.02,-0.0642129,-0.997936,55.01
110.04,-0.0841575,-0.996452,55.02
110.06,-0.104068,-0.99457,55.03
110.08,-0.123938,-0.99229,55.04
110.1,-0.143757,-0.989613,55.05
110.12,-0.163519,-0.98654,55.06
110.14,-0.183216,-0.983073,55.07
110.16,-0.20284,-0.979212,55.08
110.18,-0.222382,-0.97496,55.09
110.2,-0.241836,-0.970317,55.1
110.22,-0.261192,-0.965287,55.11
110.24,-0.280444,-0.95987,55.12
110.26,-0.299585,-0.95407,55.13
110.28,-0.318605,-0.947888,55.14
110.3,-0.337497,-0.941326,55.15
110.32,-0.356255,-0.934389,55.16
110.34,-0.374871,-0.927077,55.17
110.36,-0.393336,-0.919395,55.18
110.38,-0.411644,-0.911345,55.19
110.4,-0.429787,-0.90293,55.2
110.42,-0.447759,-0.894154,55.21
110.44,-0.465551,-0.885021,55.22
110.46,-0.483157,-0.875534,55.23
110.48,-0.50057,-0.865696,55.24
110.5,-0.517783,-0.855512,55.25
110.52,-0.534788,-0.844986,55.26
110.54,-0.55158,-0.834122,55.27
110.56,-0.568151,-0.822924,55.28
110.58,-0.584495,-0.811398,55.29
110.6,-0.600605,-0.799546,55.3
110.62,-0.616474,-0.787375,55.31
110.64,-0.632098,-0.774889,55.32
110.66,-0.647468,-0.762093,55.33
110.68,-0.662579,-0.748992,55.34
110.7,-0.677426,-0.735591,55.35
110.72,-0.692001,-0.721897,55.36
110.74,-0.706299,-0.707913,55.37
110.76,-0.720316,-0.693647,55.38
110.78,-0.734043,-0.679102,55.39
110.8,-0.747478,-0.664287,55.4
110.82,-0.760613,-0.649205,55.41
110.84,-0.773444,-0.633864,55.42
110.86,-0.785966,-0.61827,55.43
110.88,-0.798173,-0.602428,55.44
110.9,-0.810062,-0.586345,55.45
110.92,-0.821626,-0.570027,55.46
110.94,-0.832861,-0.553482,55.47
110.96,-0.843763,-0.536715,55.48
110.98,-0.854328,-0.519734,55.49
111,-0.864551,-0.502544,55.5
111.02,-0.874429,-0.485154,55.51
111.04,-0.883956,-0.46757,55.52
111.06,-0.89313,-0.449798,55.53
111.08,-0.901947,-0.431847,55.54
111.1,-0.910403,-0.413723,55.55
111.12,-0.918495,-0.395433,55.56
111.14,-0.926219,-0.376985,55.57
111.16,-0.933573,-0.358387,55.58
111.18,-0.940554,-0.339645,55.59
111.2,-0.947158,-0.320767,55.6
111.22,-0.953384,-0.301761,55.61
111.24,-0.959228,-0.282634,55.62
111.26,-0.964688,-0.263394,55.63
111.28,-0.969763,-0.244049,55.64
111.3,-0.97445,-0.224607,55.65
111.32,-0.978746,-0.205074,55.66
111.34,-0.982652,-0.185459,55.67
111.36,-0.986164,-0.16577,55.68
111.38,-0.989282,-0.146015,55.69
111.4,-0.992005,-0.126202,55.7
111.42,-0.99433,-0.106338,55.71
111.44,-0.996258,-0.0864312,55.72
111.46,-0.997787,-0.0664901,55.73
111.48,-0.998917,-0.0465224,55.74
111.5,-0.999648,-0.0265361,55.75
111.52,-0.999979,-0.00653916,55.76
111.54,-0.999909,0.0134604,55.77
111.56,-0.99944,0.0334546,55.78
111.58,-0.998571,0.0534353,55.79
111.6,-0.997303,0.0733947,55.8
111.62,-0.995636,0.0933248,55.81
111.64,-0.99357,0.113218,55.82
111.66,-0.991107,0.133065,55.83
111.68,-0.988248,0.152859,55.84
111.7,-0.984993,0.172592,55.85
111.72,-0.981345,0.192256,55.86
111.74,-0.977304,0.211843,55.87
111.76,-0.972872,0.231346,55.88
111.78,-0.96805,0.250756,55.89
111.8,-0.962842,0.270065,55.9
111.82,-0.957249,0.289267,55.91
111.84,-0.951272,0.308353,55.92
111.86,-0.944915,0.327315,55.93
111.88,-0.93818,0.346147,55.94
111.9,-0.93107,0.36484,55.95
111.92,-0.923588,0.383387,55.96
111.94,-0.915736,0.401781,55.97
111.96,-0.907518,0.420014,55.98
111.98,-0.898936,0.438079,55.99
112,-0.889996,0.455969,56
112.02,-0.880699,0.473677,56.01
112.04,-0.87105,0.491195,56.02
112.06,-0.861052,0.508516,56.03
112.08,-0.850711,0.525635,56.04
112.1,-0.840028,0.542542,56.05
112.12,-0.82901,0.559233,56.06
112.14,-0.817661,0.575701,56.07
112.16,-0.805984,0.591938,56.08
112.18,-0.793985,0.607938,56.09
112.2,-0.781668,0.623695,56.1
112.22,-0.769038,0.639202,56.11
112.24,-0.756101,0.654454,56.12
112.26,-0.742862,0.669445,56.13
112.28,-0.729325,0.684167,56.14
112.3,-0.715497,0.698616,56.15
112.32,-0.701383,0.712785,56.16
112.34,-0.686988,0.726669,56.17
112.36,-0.672318,0.740263,56.18
112.38,-0.657379,0.75356,56.19
112.4,-0.642178,0.766556,56.2
112.42,-0.626719,0.779245,56.21
112.44,-0.61101,0.791623,56.22
112.46,-0.595056,0.803684,56.23
112.48,-0.578865,0.815424,56.24
112.5,-0.562441,0.826837,56.25
112.52,-0.545793,0.83792,56.26
112.54,-0.528927,0.848667,56.27
112.56,-0.511849,0.859076,56.28
112.58,-0.494566,0.86914,56.29
112.6,-0.477086,0.878857,56.3
112.62,-0.459414,0.888222,56.31
112.64,-0.441559,0.897232,56.32
112.66,-0.423527,0.905883,56.33
112.68,-0.405326,0.914172,56.34
112.7,-0.386963,0.922095,56.35
112.72,-0.368445,0.92965,56.36
112.74,-0.349779,0.936832,56.37
112.76,-0.330974,0.94364,56.38
112.78,-0.312036,0.95007,56.39
112.8,-0.292974,0.956121,56.4
112.82,-0.273794,0.961788,56.41
112.84,-0.254505,0.967072,56.42
112.86,-0.235114,0.971968,56.43
112.88,-0.215629,0.976475,56.44
112.9,-0.196057,0.980592,56.45
112.92,-0.176408,0.984317,56.46
112.94,-0.156687,0.987648,56.47
112.96,-0.136904,0.990584,56.48
112.98,-0.117066,0.993124,56.49
113,-0.0971819,0.995267,56.5
113.02,-0.0772585,0.997011,56.51
113.04,-0.0573041,0.998357,56.52
113.06,-0.0373269,0.999303,56.53
113.08,-0.0173347,0.99985,56.54
113.1,0.00266447,0.999996,56.55
113.12,0.0226625,0.999743,56.56
113.14,0.0426515,0.99909,56.57
113.16,0.0626235,0.998037,56.58
113.18,0.0825704,0.996585,56.59
113.2,0.102484,0.994735,56.6
113.22,0.122357,0.992486,56.61
113.24,0.142181,0.989841,56.62
113.26,0.161948,0.986799,56.63
113.28,0.18165,0.983363,56.64
113.3,0.20128,0.979534,56.65
113.32,0.220829,0.975313,56.66
113.34,0.24029,0.970701,56.67
113.36,0.259655,0.965702,56.68
113.38,0.278915,0.960316,56.69
113.4,0.298065,0.954546,56.7
113.42,0.317095,0.948394,56.71
113.44,0.335998,0.941863,56.72
113.46,0.354767,0.934955,56.73
113.48,0.373394,0.927673,56.74
113.5,0.391871,0.92002,56.75
113.52,0.410192,0.911999,56.76
113.54,0.428349,0.903614,56.77
113.56,0.446334,0.894866,56.78
113.58,0.464141,0.885761,56.79
113.6,0.481762,0.876302,56.8
113.62,0.499191,0.866492,56.81
113.64,0.51642,0.856336,56.82
113.66,0.533442,0.845837,56.83
113.68,0.550251,0.834999,56.84
113.7,0.56684,0.823828,56.85
113.72,0.583202,0.812327,56.86
113.74,0.59933,0.800502,56.87
113.76,0.61522,0.788356,56.88
113.78,0.630863,0.775895,56.89
113.8,0.646253,0.763123,56.9
113.82,0.661385,0.750046,56.91
113.84,0.676253,0.736669,56.92
113.86,0.69085,0.722998,56.93
113.88,0.705171,0.709037,56.94
113.9,0.71921,0.694793,56.95
113.92,0.732961,0.680271,56.96
113.94,0.746419,0.665476,56.97
113.96,0.759578,0.650416,56.98
113.98,0.772434,0.635095,56.99
